가람산성,한,수,2010/03/10,6,국3,09,지용훈,이선호,볼포니,커맬라,27,3,2,10,0,0,140802000,54,20000
가면무도회,미,암,2014/03/07,2,외4,14,이신영,피닉스,U S RANGER,UNTAMED PASSION,1,0,0,1,0,0,0,42,58633
가문의축제,한,거,2011/02/17,5,국2,18,박대흥,김원숙,비와신세이키,가문영광,15,4,2,2,0,0,214050000,71,0
가속대장,한,수,2014/03/19,2,국미,99,휴양마,코리아호스랜드,다이스댄서,최선돌파,0,0,0,0,0,0,0,0,0
가속돌풍,한,거,2013/02/05,3,국5,37,심승태,김지훈,엑스플로잇,영웅전사,5,0,2,5,0,2,12600000,26,10120
가속불패,한,거,2012/03/23,4,국1,18,박대흥,(주)자성실업,사이코배블,허니비,12,6,3,7,3,3,266150000,81,0
가속비상,미,거,2010/04/03,6,외1,17,김점오,명인환,D'WILDCAT,PYRITE BONDS,34,2,6,9,1,0,241690000,86,39134
가속신화,한,암,2014/02/05,2,국미,99,휴양마,명인환,록하드텐,스톱앤드채트,0,0,0,0,0,0,0,0,30000
가속왕자,한,수,2014/03/09,2,국6,46,양재철,오호극,인그란디어,가속왕,4,0,0,4,0,0,800000,0,0
가속특급,한,암,2012/03/15,4,국6,47,황영원,코리아호스랜드,아처시티슬루,가속왕,4,0,0,4,0,0,800000,0,0
가을의전설,호,수,2013/10/16,3,외4,20,배대선,고영희,CASINO PRINCE,CHINESE WHISPERS,3,0,0,3,0,0,0,40,27895
가이스타트,한,거,2011/05/10,5,국3,10,정호익,김근영,사쿠라시킹,틴젤비츠,30,1,7,10,0,1,185560000,65,0
가이아선더,한,수,2013/02/21,3,국3,01,박종곤,이웅열,원쿨캣,나우코프위드디스,11,4,4,8,3,3,185950000,65,45000
가자가자,한,암,2014/03/27,2,국미,07,구자흥,조건진,제이에스홀드,미소피아,0,0,0,0,0,0,0,0,30000
가장먼저,한,암,2014/04/15,2,국6,99,휴양마,한영석,호크윙,선더우먼,1,0,0,1,0,0,0,0,10000
갈꽃비,한,암,2012/05/17,4,국5,47,황영원,조금제,사쿠라시킹,래티히원더,21,1,1,14,0,0,40000000,22,5000
갈라캣,미,수,2011/05/07,5,외3,21,임봉춘,이수근,D'WILDCAT,FROM BEHIND,30,1,4,11,1,2,141860000,65,44422
