가나도라,한(포),암,2015/03/22,2,국6,99,휴양마,조창규,I WANT REVENGE,돈스피치,2,0,0,2,0,0,880000,0,0
가라가라가,한,수,2015/05/12,2,국6,31,강환민,서창식,엑톤파크,키스어브선더,1,0,0,1,0,0,3000000,0,0
가면무도회,미,암,2014/03/07,3,외4,99,휴양마,윤우환,U S RANGER,UNTAMED PASSION,8,0,0,5,0,0,0,35,65000
가속대장,한,수,2014/03/19,3,국6,99,휴양마,코리아호스랜드,다이스댄서,최선돌파,4,0,0,4,0,0,0,0,0
가속불패,한,거,2012/03/23,5,국1,18,박대흥,(주)자성실업,사이코배블,허니비,18,8,3,5,2,0,465950000,100,0
가속신화,한,암,2014/02/05,3,국6,12,서범석,(주)늘푸른목장,록하드텐,스톱앤드채트,4,0,0,4,0,0,2860000,0,30000
가온챔프,한,수,2015/04/21,2,국3,99,휴양마,김기종,엑톤파크,루비퀸,3,3,0,3,3,0,199500000,61,0
가을의전설,호,수,2013/10/16,4,외1,20,배대선,고영희,CASINO PRINCE,CHINESE WHISPERS,16,5,0,10,5,0,225150000,86,35000
가자가자,한,암,2014/03/27,3,국6,34,리카디,조건진,제이에스홀드,미소피아,5,0,0,5,0,0,0,0,0
갈라캣,미,수,2011/05/07,6,외3,21,임봉춘,이수근,D'WILDCAT,FROM BEHIND,45,1,4,12,0,0,182360000,60,22000
갈표범,호,거,2014/09/09,3,외4,05,우창구,정기환,GLOBETROTTER,GOLDEN ASCENT,5,0,0,5,0,0,0,39,0
감격의순간,한,암,2014/03/30,3,국3,05,우창구,이보원,캐피털스팬딩,리버브룩,5,3,1,5,3,1,91200000,57,0
갑오드림,한,암,2015/05/24,2,국6,99,휴양마,김평갑,메니피,드림러너,1,0,0,1,0,0,0,0,0
갑오원더풀,미,수,2015/02/17,2,외미,54,박천서,김평갑,티즈원더풀,UNION MADE,0,0,0,0,0,0,0,0,0
강대강,한,거,2013/05/10,4,국4,04,박윤규,권인택,델라고브롬,스페셜레드,22,2,4,9,0,2,100200000,45,0
강산의아침,한,수,2015/04/18,2,국6,48,김대근,최상섭,피스룰즈,와일드우드레이디,1,0,0,1,0,0,0,0,0
강서으뜸,한,수,2015/02/16,2,국6,42,이관호,(주)디알엠씨티,한센,그레이트브리지,3,0,0,3,0,0,2400000,0,0
강성대국,한,수,2013/02/19,4,국1,17,김점오,박양호,인그란디어,포토스톤,22,7,4,10,2,3,351000000,88,0
강철시대,한,수,2013/02/25,4,국4,23,유재길,허건호,호크윙,레드머리너,22,2,3,9,2,1,102600000,48,0
강촌의별,한,암,2015/03/16,2,국미,48,김대근,최상섭,채플로열,일루시브로시,0,0,0,0,0,0,0,0,0
강토마,한,거,2015/04/20,2,국6,10,정호익,김광명,테스타마타,무한신조,0,0,0,0,0,0,0,0,0
강톨이,한(포),거,2012/03/03,5,국2,45,김순근,김형근,SUPER SAVER,말라베이,24,5,1,10,1,0,205070000,68,0
강호개척,한,거,2015/04/13,2,국미,25,전승규,황철연,샤프휴머,퍼플힐즈,0,0,0,0,0,0,0,0,0
강화총각,한,수,2015/04/17,2,국미,33,서인석,서운석,피스룰즈,미러클윈,0,0,0,0,0,0,0,0,0
개척자,한,거,2013/03/25,4,국5,04,박윤규,박덕희,시에로골드,그레이톰보이,15,1,0,10,1,0,26340000,29,0
개천의용,한,암,2014/03/16,3,국4,33,서인석,임총재,샤프휴머,탐라비바리,10,2,1,10,2,1,60400000,37,0
갤럭시파워,한,수,2015/06/17,2,국6,07,구자흥,이관형,메니피,미스메리트,1,0,1,1,0,1,12600000,0,0
거북이만세,한,암,2015/04/02,2,국6,99,휴양마,강용식,와이와이와이,빅터헌터,2,0,0,2,0,0,2860000,0,0
거센마풍,한,암,2015/05/28,2,국6,53,김동철,유희태,한센,어레스티드레이디,2,0,1,2,0,1,20400000,0,0
검빛강자,한,거,2013/05/20,4,국2,99,휴양마,박복용,인그란디어,탄디아,15,6,0,5,4,0,278350000,77,0
검진,한,암,2013/03/02,4,국4,99,휴양마,드림커뮤니티,볼포니,막크스걸,23,0,5,9,0,2,75500000,38,0
검행,미,수,2014/05/18,3,외4,27,박병일,드림커뮤니티,LOOKIN AT LUCKY,DOUBLE DOUBLEVILLE,7,0,0,5,0,0,10800000,41,0
겨리,미,수,2014/04/15,3,외4,41,신삼영,최현우,GEMOLOGIST,TOP TEN LIST,11,0,0,8,0,0,31800000,42,0
경주불패,미,거,2014/04/19,3,외3,99,휴양마,김호선,BELLAMY ROAD,FRIEND OF A FRIEND,6,2,2,6,2,2,102150000,63,0
고스트퀸,한,암,2015/02/26,2,국6,99,휴양마,변영남,인그란디어,온누리플라자,1,0,0,1,0,0,0,0,0
고스트타운,한,수,2014/03/27,3,국3,21,임봉춘,(주)나스카,오피서,스톰로우즈,14,3,1,12,3,1,98000000,51,0
곤설,한,거,2012/04/15,5,국5,12,서범석,지원철,오피서,건곤청기,31,0,3,12,0,1,39200000,26,0
골드레그,한,거,2014/02/28,3,국5,20,배대선,이수홍,리미트리스비드,브라이트밸리,8,1,1,8,1,1,25960000,32,0
골드마운틴,한(포),거,2012/03/03,5,국1,15,박희철,이미경,SUMMER BIRD,프라이빗부트,34,7,3,10,0,0,394950000,84,0
골드모닝,한,암,2013/03/23,4,국4,41,신삼영,조창규,디디미,빌리브인미투,10,3,1,7,1,0,98200000,47,0
골드몬트,한,거,2014/03/13,3,국6,99,휴양마,정세능,샤프휴머,로즈몬트호프,5,0,0,5,0,0,1100000,0,0
골드뮤직,한,거,2013/05/08,4,국2,19,곽영효,이미경,엑스플로잇,스트리트골드,16,4,4,7,1,2,234500000,70,0
골드밸리,한,암,2015/05/08,2,국미,16,최봉주,이월희,사이먼퓨어,한라용장,0,0,0,0,0,0,0,0,0
골드삭스,미,거,2013/04/09,4,외4,31,강환민,김창식,MUNNINGS,CATOFMINE,19,0,1,11,0,1,10000000,31,0
골드세븐,호,수,2013/10/16,4,외4,20,배대선,이수홍,ALL AMERICAN,LADY ICE,13,0,1,7,0,1,12600000,34,50000
골드스타힐스,한,암,2014/03/19,3,국4,99,휴양마,서운석,캐피털스팬딩,러브리메모리즈,16,2,1,12,2,1,72400000,36,0
골드스탁,한,암,2014/04/10,3,국6,20,배대선,이수홍,피스룰즈,장자강,13,0,0,10,0,0,7580000,0,0
골드스트리트,한,암,2015/02/20,2,국6,19,곽영효,이효선,윈체스터,실버스트리스,0,0,0,0,0,0,0,0,0
골드시나,한,암,2014/05/09,3,국4,24,서홍수,허도행,와이와이와이,보니비,11,2,3,10,2,3,77600000,46,0
골드위너,한,암,2014/05/03,3,국6,19,곽영효,양수화,호크윙,시어브릴리언스,4,0,0,2,0,0,0,0,0
골드패션,한,암,2013/02/28,4,국4,19,곽영효,윤훈열,시에로골드,하이패션부츠,28,4,1,11,1,1,152700000,49,0
골드호라,미,암,2012/04/28,5,외3,45,김순근,김종욱,BROTHER DEREK,HORAH,32,1,4,7,0,2,144900000,60,0
골든게이트,한,거,2014/05/02,3,국2,05,우창구,이보원,샤프휴머,신천여걸,15,5,5,12,4,4,276900000,73,0
골든미니스터,한,수,2015/03/18,2,국미,53,김동철,(주)녹원목장,포리스트캠프,어라우저,0,0,0,0,0,0,0,0,0
골든바스카,한,수,2013/03/27,4,국5,53,김동철,요시다 가츠미,샤프휴머,홍상어,7,2,0,4,1,0,36550000,35,0
골든스카이,한,암,2015/04/11,2,국6,12,서범석,무라카미 켄세이,엑스플로잇,벌라이언트퀸,1,0,0,1,0,0,0,0,0
골든스텝,한,거,2014/05/02,3,국3,08,최용구,송용만,니혼필로닐,리터러리라이트,10,3,3,7,3,2,104540000,52,0
골든스파크,한,암,2015/05/09,2,국미,05,우창구,우동희,사이먼퓨어,제이슨즈젬,0,0,0,0,0,0,0,0,0
골든웨딩,한,암,2015/05/10,2,국6,48,김대근,박성식,탐라에이스,팜프린세스,3,0,0,3,0,0,0,0,0
골든포르테,한,수,2015/05/01,2,국미,34,리카디,함춘,버스터즈데이드림,패리실튼,0,0,0,0,0,0,0,0,0
