가나도라,한(포),암,2015/03/22,4,국3,99,휴양마,조창규,I WANT REVENGE,돈스피치,14,3,3,10,3,2,118680000,52,0
가라가라가,한,수,2015/05/12,4,국3,31,강환민,서창식,엑톤파크,키스어브선더,13,2,4,11,2,4,119150000,51,0
가로수길,한,수,2016/04/06,3,국미,99,휴양마,홍종철,채플로열,협동,0,0,0,0,0,0,0,0,0
가속불패,한,거,2012/03/23,7,국1,18,박대흥,(주)자성실업,사이코배블,허니비,27,9,4,8,1,1,696850000,105,0
가온질주,미,수,2016/01/19,3,외4,22,안병기,김기종,BODEMEISTER,NUMERO D'ORO,1,0,0,1,0,0,0,40,0
가온챔프,한,수,2015/04/21,4,국1,22,안병기,김기종,엑톤파크,루비퀸,9,7,1,5,4,0,494250000,99,0
가온퀸,미,암,2016/04/07,3,외3,22,안병기,김기종,UNCLE MO,MULLIGATAWNY,5,2,1,5,2,1,109800000,62,0
가온포스,한,수,2016/04/14,3,국4,22,안병기,김기종,컬러즈플라잉,루비퀸,7,2,2,7,2,2,106300000,45,0
가을의전설,호,수,2013/10/16,6,외1,20,배대선,고영희,CASINO PRINCE,CHINESE WHISPERS,27,6,1,8,0,1,380450000,96,35000
가자가자,한,암,2014/03/27,5,국5,34,리카디,조건진,제이에스홀드,미소피아,13,1,0,6,1,0,19600000,29,0
가즈아,한,수,2016/02/27,3,국5,49,지용철,장석린외1인(신치구),애니기븐새터데이,에이스드리머,8,1,0,8,1,0,38600000,27,0
갈잎,한,암,2016/04/11,3,국5,37,심승태,(주)디알엠씨티,애니기븐새터데이,오피스어타이어,5,1,0,5,1,0,31280000,31,0
감격의순간,한,암,2014/03/30,5,국2,05,우창구,이보원,캐피털스팬딩,리버브룩,17,4,2,9,0,1,169950000,67,0
감동파티,한,암,2016/05/06,3,국6,03,최영주,김근영,어플리트어게인,프렌치내니,2,0,0,2,0,0,0,0,0
갑오풀퀸,한,암,2016/03/20,3,국6,99,휴양마,김평갑,피스룰즈,풀퀸,1,0,0,1,0,0,5200000,0,0
갓오브삭스,한,수,2016/02/27,3,국5,31,강환민,김창식,탐라에이스,와치미로,8,1,1,8,1,1,32080000,29,0
