가나도라,한(포),암,2015/03/22,3,국6,50,박재우,조창규,I WANT REVENGE,돈스피치,2,0,0,2,0,0,880000,0,0
가라가라가,한,수,2015/05/12,3,국6,31,강환민,서창식,엑톤파크,키스어브선더,1,0,0,1,0,0,3000000,0,0
가면무도회,미,암,2014/03/07,4,외4,21,임봉춘,윤우환,U S RANGER,UNTAMED PASSION,8,0,0,5,0,0,0,35,65000
가속대장,한,수,2014/03/19,4,국6,99,휴양마,코리아호스랜드,다이스댄서,최선돌파,4,0,0,4,0,0,0,0,0
가속불패,한,거,2012/03/23,6,국1,99,휴양마,(주)자성실업,사이코배블,허니비,18,8,3,5,2,0,465950000,100,0
가속신화,한,암,2014/02/05,4,국6,12,서범석,(주)늘푸른목장,록하드텐,스톱앤드채트,4,0,0,4,0,0,2860000,0,30000
가온챔프,한,수,2015/04/21,3,국3,99,휴양마,김기종,엑톤파크,루비퀸,3,3,0,3,3,0,199500000,61,0
가을의전설,호,수,2013/10/16,5,외1,99,휴양마,고영희,CASINO PRINCE,CHINESE WHISPERS,17,5,0,11,5,0,225150000,85,35000
가자가자,한,암,2014/03/27,4,국6,34,리카디,조건진,제이에스홀드,미소피아,5,0,0,5,0,0,0,0,0
갈라캣,미,수,2011/05/07,7,외3,21,임봉춘,이수근,D'WILDCAT,FROM BEHIND,46,1,4,12,0,0,182360000,60,22000
갈표범,호,거,2014/09/09,4,외4,05,우창구,정기환,GLOBETROTTER,GOLDEN ASCENT,5,0,0,5,0,0,0,39,0
감격의순간,한,암,2014/03/30,4,국3,05,우창구,이보원,캐피털스팬딩,리버브룩,6,3,1,6,3,1,91200000,57,0
갑오드림,한,암,2015/05/24,3,국6,99,휴양마,김평갑,메니피,드림러너,1,0,0,1,0,0,0,0,0
갑오원더풀,미,수,2015/02/17,3,외미,99,휴양마,김평갑,티즈원더풀,UNION MADE,0,0,0,0,0,0,0,0,0
강대강,한,거,2013/05/10,5,국4,99,휴양마,권인택,델라고브롬,스페셜레드,23,2,4,9,0,2,102600000,45,0
강산의아침,한,수,2015/04/18,3,국6,48,김대근,최상섭,피스룰즈,와일드우드레이디,1,0,0,1,0,0,0,0,0
강서으뜸,한,수,2015/02/16,3,국6,42,이관호,(주)디알엠씨티,한센,그레이트브리지,3,0,0,3,0,0,2400000,0,0
강성대국,한,수,2013/02/19,5,국1,17,김점오,박양호,인그란디어,포토스톤,22,7,4,9,2,3,351000000,88,0
강철시대,한,수,2013/02/25,5,국4,23,유재길,허건호,호크윙,레드머리너,23,2,3,10,2,1,102600000,48,0
강촌의별,한,암,2015/03/16,3,국미,48,김대근,최상섭,채플로열,일루시브로시,0,0,0,0,0,0,0,0,0
강토마,한,거,2015/04/20,3,국6,10,정호익,김광명,테스타마타,무한신조,0,0,0,0,0,0,0,0,0
