가나도라,한(포),암,2015/03/22,2,국6,99,휴양마,조창규,I WANT REVENGE,돈스피치,0,0,0,0,0,0,0,0,0
가람산성,한,수,2010/03/10,7,국4,09,지용훈,이선호,볼포니,커맬라,38,3,2,11,0,0,152352000,45,20000
가면무도회,미,암,2014/03/07,3,외4,99,휴양마,윤우환,U S RANGER,UNTAMED PASSION,7,0,0,7,0,0,0,36,65000
가속대장,한,수,2014/03/19,3,국6,07,구자흥,코리아호스랜드,다이스댄서,최선돌파,1,0,0,1,0,0,0,0,0
가속불패,한,거,2012/03/23,5,국1,18,박대흥,(주)자성실업,사이코배블,허니비,16,7,3,5,1,0,351950000,95,0
가속신화,한,암,2014/02/05,3,국6,12,서범석,(주)늘푸른목장,록하드텐,스톱앤드채트,2,0,0,2,0,0,2860000,0,30000
가온챔프,한,수,2015/04/21,2,국6,22,안병기,김기종,엑톤파크,루비퀸,0,0,0,0,0,0,0,0,0
가을의전설,호,수,2013/10/16,4,외1,20,배대선,고영희,CASINO PRINCE,CHINESE WHISPERS,14,5,0,11,5,0,225150000,86,35000
가이아선더,한,수,2013/02/21,4,국2,01,박종곤,이웅열,원쿨캣,나우코프위드디스,20,4,4,10,0,1,235050000,69,0
가자가자,한,암,2014/03/27,3,국6,99,휴양마,조건진,제이에스홀드,미소피아,5,0,0,5,0,0,0,0,0
갈라캣,미,수,2011/05/07,6,외3,21,임봉춘,이수근,D'WILDCAT,FROM BEHIND,42,1,4,13,0,1,162860000,58,22000
갈색전령,미,거,2012/04/07,5,외4,46,양재철,김성진,SILVER TRAIN,LAST OASIS,29,1,1,7,0,0,67700000,48,41071
갈색총알,한,거,2014/03/19,3,국6,18,박대흥,죽마조합,한강루비,그래나이트걸,6,0,0,6,0,0,6080000,0,0
갈표범,호,거,2014/09/09,3,외4,05,우창구,정기환,GLOBETROTTER,GOLDEN ASCENT,2,0,0,2,0,0,0,41,15803
감격의순간,한,암,2014/03/30,3,국5,05,우창구,이보원,캐피털스팬딩,리버브룩,2,1,1,2,1,1,31200000,35,40500
갑오드림,한,암,2015/05/24,2,국미,54,박천서,김평갑,메니피,드림러너,0,0,0,0,0,0,0,0,57000
강대강,한,거,2013/05/10,4,국4,99,휴양마,권인택,델라고브롬,스페셜레드,20,2,3,10,1,2,84600000,42,0
강서으뜸,한,수,2015/02/16,2,국6,42,이관호,(주)디알엠씨티,한센,그레이트브리지,1,0,0,1,0,0,0,0,90000
강성대국,한,수,2013/02/19,4,국2,17,김점오,박양호,인그란디어,포토스톤,19,6,3,9,1,2,261400000,78,0
강철시대,한,수,2013/02/25,4,국4,23,유재길,허건호,호크윙,레드머리너,19,1,3,9,1,1,68400000,38,0
강촌의별,한,암,2015/03/16,2,국미,48,김대근,최상섭,채플로열,일루시브로시,0,0,0,0,0,0,0,0,30000
강토마,한,거,2015/04/20,2,국미,10,정호익,김광명,테스타마타,무한신조,0,0,0,0,0,0,0,0,40000
강톨이,한(포),거,2012/03/03,5,국2,45,김순근,김형근,SUPER SAVER,말라베이,21,5,1,8,1,0,205070000,68,0
개나리,캐,암,2013/04/23,4,외1,18,박대흥,김원숙,PHILANTHROPIST,HAPPY TO BE HOME,14,3,5,7,1,2,276700000,94,73222
개척자,한,거,2013/03/25,4,국5,04,박윤규,박덕희,시에로골드,그레이톰보이,12,1,0,7,1,0,26340000,30,20000
개천의용,한,암,2014/03/16,3,국4,99,휴양마,임총재,샤프휴머,탐라비바리,6,2,1,6,2,1,58000000,38,0
갤럭시파워,한,수,2015/06/17,2,국미,07,구자흥,이관형,메니피,미스메리트,0,0,0,0,0,0,0,0,0
거북이만세,한,암,2015/04/02,2,국6,50,박재우,강용식,와이와이와이,빅터헌터,1,0,0,1,0,0,0,0,0
거센마풍,한,암,2015/05/28,2,국미,53,김동철,유희태,한센,어레스티드레이디,0,0,0,0,0,0,0,0,28000
검란,한,암,2013/02/18,4,국5,27,박병일,드림커뮤니티,피코센트럴,탐라비바리,8,1,1,6,0,0,17400000,27,0
검령,한,수,2013/03/20,4,국3,99,휴양마,드림커뮤니티,메이세이오페라,별기,15,3,4,7,1,4,146800000,58,0
검빛강자,한,거,2013/05/20,4,국2,40,송문길,박복용,인그란디어,탄디아,15,6,0,8,5,0,278350000,77,0
검진,한,암,2013/03/02,4,국4,27,박병일,드림커뮤니티,볼포니,막크스걸,22,0,5,12,0,2,75500000,38,0
검행,미,수,2014/05/18,3,외4,27,박병일,드림커뮤니티,LOOKIN AT LUCKY,DOUBLE DOUBLEVILLE,5,0,0,5,0,0,10800000,43,60305
겨리,미,수,2014/04/15,3,외4,41,신삼영,최현우,GEMOLOGIST,TOP TEN LIST,8,0,0,7,0,0,16200000,40,52649
경주불패,미,거,2014/04/19,3,외3,45,김순근,김호선,BELLAMY ROAD,FRIEND OF A FRIEND,5,2,2,5,2,2,102150000,63,62695
경주제국,미,거,2015/04/17,2,외4,99,휴양마,삼정,콩코드포인트,PEACE PLEDGE,0,0,0,0,0,0,0,42,47617
고든로드바이런,아일,거,2008/03/28,9,외미,92,톰 호,푸나왈라 카할란,BYRON,BOA ESTRELA,0,0,0,0,0,0,0,0,0
고스트타운,한,수,2014/03/27,3,국4,21,임봉춘,(주)나스카,오피서,스톰로우즈,11,2,1,11,2,1,63800000,43,0
곤설,한,거,2012/04/15,5,국5,12,서범석,지원철,오피서,건곤청기,27,0,2,11,0,0,23600000,21,0
골드레그,한,거,2014/02/28,3,국5,99,휴양마,이수홍,리미트리스비드,브라이트밸리,5,1,1,5,1,1,18760000,31,40000
골드마운틴,한(포),거,2012/03/03,5,국1,15,박희철,이미경,SUMMER BIRD,프라이빗부트,32,7,3,11,0,1,394950000,86,0
골드모닝,한,암,2013/03/23,4,국4,99,휴양마,조창규,디디미,빌리브인미투,10,3,1,5,1,0,98200000,47,0
골드몬트,한,거,2014/03/13,3,국6,99,휴양마,정세능,샤프휴머,로즈몬트호프,3,0,0,3,0,0,0,0,0
골드뮤직,한,거,2013/05/08,4,국3,19,곽영효,이미경,엑스플로잇,스트리트골드,14,3,3,7,0,2,176000000,59,0
골드삭스,미,거,2013/04/09,4,외4,31,강환민,김창식,MUNNINGS,CATOFMINE,15,0,0,10,0,0,1600000,29,36886
골드세븐,호,수,2013/10/16,4,외4,99,휴양마,이수홍,ALL AMERICAN,LADY ICE,11,0,1,9,0,1,12600000,36,50000
골드스타힐스,한,암,2014/03/19,3,국4,99,휴양마,서운석,캐피털스팬딩,러브리메모리즈,13,2,1,13,2,1,70000000,36,36000
골드스탁,한,암,2014/04/10,3,국6,20,배대선,이수홍,피스룰즈,장자강,9,0,0,8,0,0,5600000,0,0
골드스트리트,한,암,2015/02/20,2,국미,19,곽영효,이효선,윈체스터,실버스트리스,0,0,0,0,0,0,0,0,0
골드시나,한,암,2014/05/09,3,국4,24,서홍수,허도행,와이와이와이,보니비,9,2,3,9,2,3,77600000,46,30000
