Date,Open,High,Low,Close,Volume
2010/01/04,15150.0,15900.0,15100.0,15600.0,1120178.0
2010/01/05,15750.0,15950.0,15650.0,15800.0,706475.0
2010/01/06,15950.0,16600.0,15750.0,16150.0,1700137.0
2010/01/07,16300.0,16300.0,15650.0,15800.0,755013.0
2010/01/08,15950.0,16150.0,15500.0,16000.0,480832.0
2010/01/11,16000.0,16400.0,15800.0,15950.0,610492.0
2010/01/12,16000.0,16050.0,15650.0,15750.0,323488.0
2010/01/13,15650.0,15900.0,15400.0,15400.0,364145.0
2010/01/14,15500.0,15650.0,15350.0,15550.0,276705.0
2010/01/15,15850.0,17600.0,15850.0,17150.0,4786827.0
2010/01/18,17250.0,18450.0,16850.0,16950.0,4093817.0
2010/01/19,17450.0,17750.0,16900.0,17200.0,1666879.0
2010/01/20,17350.0,17700.0,16900.0,17000.0,1328361.0
2010/01/21,16950.0,17400.0,16450.0,17300.0,1223075.0
2010/01/22,17150.0,17200.0,16650.0,17000.0,755030.0
2010/01/25,16550.0,17050.0,16350.0,16600.0,2850760.0
2010/01/26,16500.0,16800.0,15750.0,16050.0,734454.0
2010/01/27,16300.0,16550.0,16100.0,16250.0,917208.0
2010/01/28,16450.0,16550.0,15850.0,16400.0,532175.0
2010/01/29,16100.0,16100.0,15600.0,15950.0,559393.0
2010/02/01,15850.0,16050.0,15350.0,15650.0,458342.0
2010/02/02,15800.0,16700.0,15700.0,16700.0,1452971.0
2010/02/03,17000.0,17550.0,16700.0,17500.0,1949880.0
2010/02/04,17600.0,17850.0,17150.0,17750.0,1407598.0
2010/02/05,17050.0,17400.0,16950.0,17200.0,1222274.0
2010/02/08,17600.0,18000.0,16800.0,17000.0,1157390.0
2010/02/09,16850.0,17350.0,16550.0,17300.0,602858.0
2010/02/10,17350.0,17500.0,16950.0,17250.0,409375.0
2010/02/11,17100.0,17350.0,17000.0,17350.0,337783.0
2010/02/12,17450.0,17700.0,17150.0,17500.0,650462.0
2010/02/16,17500.0,17700.0,17350.0,17450.0,432049.0
2010/02/17,17650.0,18100.0,17550.0,18000.0,1457705.0
2010/02/18,18100.0,18150.0,17700.0,17700.0,707163.0
2010/02/19,17700.0,18000.0,17500.0,17800.0,932039.0
2010/02/22,18000.0,18050.0,17750.0,17850.0,779569.0
2010/02/23,17700.0,17850.0,17450.0,17700.0,579483.0
2010/02/24,17600.0,18000.0,17550.0,17750.0,433167.0
2010/02/25,17850.0,17950.0,17400.0,17600.0,447375.0
2010/02/26,17600.0,17900.0,17400.0,17900.0,333581.0
2010/03/02,18100.0,18150.0,17950.0,18050.0,839297.0
2010/03/03,18100.0,18100.0,17850.0,18000.0,539874.0
2010/03/04,18050.0,18400.0,17900.0,18350.0,1607663.0
2010/03/05,18400.0,19200.0,18350.0,18800.0,2789103.0
2010/03/08,19250.0,19400.0,18800.0,18900.0,1675604.0
2010/03/09,18900.0,19200.0,18150.0,18850.0,3572915.0
2010/03/10,19500.0,20950.0,19100.0,19150.0,9584677.0
2010/03/11,19300.0,19450.0,18900.0,19000.0,1514662.0
2010/03/12,19200.0,19200.0,18750.0,18800.0,840664.0
2010/03/15,18650.0,18900.0,18350.0,18900.0,1194484.0
2010/03/16,18950.0,19300.0,18700.0,19150.0,1118284.0
2010/03/17,19300.0,19300.0,19050.0,19200.0,645460.0
2010/03/18,19200.0,19200.0,18750.0,18950.0,847061.0
2010/03/19,18950.0,19050.0,18750.0,18900.0,553665.0
2010/03/22,19050.0,19450.0,18900.0,19450.0,1661213.0
2010/03/23,19950.0,20050.0,19400.0,19600.0,1798859.0
2010/03/24,19900.0,19950.0,19300.0,19300.0,929169.0
2010/03/25,19300.0,19500.0,19000.0,19150.0,570713.0
2010/03/26,19200.0,19650.0,19000.0,19600.0,1016272.0
2010/03/29,19600.0,20250.0,19500.0,20000.0,2708048.0
2010/03/30,20250.0,20300.0,19850.0,20000.0,1102336.0
2010/03/31,20100.0,20150.0,19650.0,19850.0,765863.0
2010/04/01,19900.0,20000.0,19700.0,19900.0,691410.0
2010/04/02,20000.0,20000.0,19250.0,19500.0,1258210.0
2010/04/05,19500.0,19550.0,18350.0,18750.0,1819878.0
2010/04/06,18700.0,18950.0,18600.0,18750.0,577018.0
2010/04/07,18900.0,19250.0,18850.0,18900.0,549122.0
2010/04/08,19150.0,19300.0,18950.0,19200.0,495973.0
2010/04/09,19250.0,19250.0,18750.0,18850.0,583023.0
2010/04/12,18750.0,18900.0,18550.0,18650.0,424361.0
2010/04/13,18700.0,19100.0,18650.0,19050.0,552875.0
2010/04/14,19150.0,19600.0,19100.0,19400.0,710303.0
2010/04/15,19450.0,19500.0,19000.0,19150.0,476356.0
2010/04/16,19000.0,19250.0,18950.0,19200.0,370477.0
2010/04/19,18950.0,19000.0,18650.0,18850.0,427117.0
2010/04/20,18950.0,19000.0,18600.0,18900.0,528010.0
2010/04/21,18900.0,19100.0,18700.0,18900.0,671629.0
2010/04/22,19000.0,19950.0,18900.0,19950.0,2899697.0
2010/04/23,20000.0,20250.0,19600.0,19950.0,2912454.0
2010/04/26,20000.0,20250.0,19700.0,20000.0,1416242.0
2010/04/27,19900.0,22450.0,19900.0,21500.0,9128835.0
2010/04/28,21400.0,22250.0,21050.0,21900.0,4549697.0
2010/04/29,22000.0,22800.0,21750.0,21950.0,3836342.0
2010/04/30,22250.0,22550.0,21450.0,21650.0,2102577.0
2010/05/03,21600.0,21800.0,20850.0,21200.0,1215259.0
2010/05/04,21450.0,22000.0,21200.0,21650.0,1543947.0
2010/05/06,21200.0,21850.0,21050.0,21600.0,1177192.0
2010/05/07,21350.0,22800.0,21000.0,22550.0,3496929.0
2010/05/10,22500.0,22600.0,22100.0,22350.0,1828774.0
2010/05/11,22500.0,23150.0,19450.0,21550.0,4425806.0
2010/05/12,20400.0,21000.0,20200.0,20600.0,26083474.0
2010/05/13,21100.0,22150.0,20850.0,22000.0,4527134.0
2010/05/14,22000.0,22150.0,21450.0,22150.0,2156694.0
2010/05/17,21800.0,22300.0,21100.0,21500.0,2068565.0
2010/05/18,21700.0,22000.0,20550.0,21800.0,2676697.0
2010/05/19,21750.0,22150.0,21400.0,22050.0,2169855.0
2010/05/20,22150.0,22300.0,20050.0,20500.0,2907734.0
2010/05/24,19900.0,20600.0,19450.0,20600.0,2073491.0
2010/05/25,20150.0,20300.0,19050.0,19200.0,2227222.0
2010/05/26,19350.0,19650.0,18750.0,19600.0,1558095.0
2010/05/27,19300.0,20000.0,19050.0,20000.0,1191037.0
2010/05/28,20450.0,21200.0,20350.0,20900.0,2587659.0
2010/05/31,21000.0,21300.0,20600.0,21300.0,933755.0
2010/06/01,21050.0,21350.0,20650.0,20900.0,849567.0
2010/06/03,21100.0,21100.0,20400.0,20600.0,1250396.0
2010/06/04,20500.0,20800.0,20150.0,20300.0,1229912.0
2010/06/07,19650.0,19850.0,19300.0,19500.0,1370774.0
2010/06/08,19500.0,20150.0,19350.0,19950.0,1229092.0
2010/06/09,20000.0,20350.0,19650.0,20250.0,808346.0
2010/06/10,20550.0,20600.0,20300.0,20500.0,748988.0
2010/06/11,20900.0,21200.0,20550.0,20800.0,1125381.0
2010/06/14,20950.0,21250.0,20650.0,21050.0,1210182.0
2010/06/15,21100.0,21350.0,20850.0,21100.0,975977.0
2010/06/16,21200.0,21300.0,20800.0,21000.0,1359812.0
2010/06/17,21100.0,21750.0,21100.0,21200.0,2288429.0
2010/06/18,21350.0,21550.0,20800.0,21050.0,762450.0
2010/06/21,21600.0,21950.0,21250.0,21850.0,2168301.0
2010/06/22,22200.0,22450.0,21450.0,21850.0,3402638.0
2010/06/23,21550.0,21800.0,21150.0,21800.0,1240681.0
2010/06/24,21950.0,22050.0,21600.0,21850.0,2348717.0
2010/06/25,21600.0,21900.0,21450.0,21700.0,752824.0
2010/06/28,21750.0,21800.0,21050.0,21050.0,676905.0
2010/06/29,21150.0,21350.0,20350.0,20350.0,996448.0
2010/06/30,20000.0,20750.0,19900.0,20700.0,1107827.0
2010/07/01,20550.0,20800.0,20100.0,20650.0,559319.0
2010/07/02,20750.0,21100.0,20400.0,20650.0,730326.0
2010/07/05,20650.0,20900.0,20350.0,20750.0,697472.0
2010/07/06,20700.0,20800.0,20350.0,20700.0,640025.0
2010/07/07,20600.0,20650.0,20100.0,20400.0,990946.0
2010/07/08,20550.0,20600.0,20300.0,20550.0,749338.0
2010/07/09,20650.0,20900.0,20300.0,20750.0,1316440.0
2010/07/12,20700.0,20900.0,20400.0,20400.0,685862.0
2010/07/13,20550.0,21100.0,20450.0,20850.0,1245274.0
2010/07/14,21000.0,21100.0,20350.0,20550.0,1499082.0
2010/07/15,20600.0,20850.0,20400.0,20500.0,938413.0
2010/07/16,20500.0,20700.0,20250.0,20700.0,866990.0
2010/07/19,20300.0,20600.0,20000.0,20000.0,1117227.0
2010/07/20,20100.0,20200.0,19750.0,19850.0,884510.0
2010/07/21,19950.0,20100.0,19750.0,19900.0,714802.0
2010/07/22,19850.0,19900.0,18600.0,18800.0,2275603.0
2010/07/23,19100.0,19150.0,18500.0,18750.0,1168678.0
2010/07/26,18850.0,19450.0,18800.0,19450.0,978280.0
2010/07/27,19550.0,19600.0,19150.0,19200.0,656722.0
2010/07/28,19800.0,19900.0,19350.0,19350.0,1467988.0
