Date,Open,High,Low,Close,Volume
2011-08-31,10640,10860,10540,10860,1099500
2011-09-01,11000,11180,10820,11180,798500
2011-09-02,11100,11160,10940,11160,723050
2011-09-05,11300,11360,10700,10700,1183050
2011-09-06,10700,10820,10600,10680,1280050
2011-09-07,10680,11180,10680,11160,1131100
2011-09-08,11300,11340,11080,11200,1022850
2011-09-09,11180,11380,11100,11260,983250
2011-09-14,11160,11360,10580,10680,3020200
2011-09-15,10780,11000,10520,10980,1341150
2011-09-16,11020,11100,10900,10920,1548650
2011-09-19,10980,11000,10800,10920,1437450
2011-09-20,10900,11240,10880,11180,828750
2011-09-21,11200,11240,11140,11160,293600
2011-09-22,10700,11080,10660,10880,864150
2011-09-23,10700,10880,10260,10260,1098650
2011-09-26,10320,10460,10120,10260,1789700
2011-09-27,10440,10780,10400,10780,725350
2011-09-28,10980,11480,10920,11380,2064600
2011-09-29,11380,11500,11200,11440,1383300
2011-09-30,11440,11440,11200,11420,1095150
2011-10-04,11000,11560,10820,11560,1907150
2011-10-05,11580,11820,11560,11660,1637350
2011-10-06,11720,12080,11680,11980,2402150
2011-10-07,12080,12100,11860,11960,1385050
2011-10-10,11960,12100,11860,12020,1216250
2011-10-11,12060,12060,11960,12000,1037700
2011-10-12,11980,12080,11720,12060,1224350
2011-10-13,11960,12300,11960,12200,1639000
2011-10-14,12200,12280,11980,12200,1075650
2011-10-17,12160,12280,11880,12100,1125500
2011-10-18,11880,12000,11720,12000,1511400
2011-10-19,12060,12060,11820,12020,714150
2011-10-20,12000,12240,11920,12020,2106000
2011-10-21,12120,12240,12020,12100,956200
2011-10-24,12200,12360,12100,12240,1503350
2011-10-25,12080,12240,12080,12220,1261000
2011-10-26,12020,12160,11940,12020,1425700
2011-10-27,11860,11980,11700,11980,1471700
2011-10-28,11980,12500,11980,12500,2023350
2011-10-31,12500,12800,12300,12800,1647850
2011-11-01,12540,13100,12500,12840,2427450
2011-11-02,12600,12760,12480,12620,1595150
2011-11-03,12500,12600,12200,12340,1609400
2011-11-04,12500,12860,12440,12800,2614200
2011-11-07,12780,12980,12560,12720,556700
2011-11-08,12620,12620,12220,12440,910850
2011-11-09,12440,12860,12380,12860,630600
2011-11-10,12400,12640,12400,12440,1118250
2011-11-11,12520,12840,12420,12780,1102800
2011-11-14,12780,13000,12700,12780,715100
2011-11-15,12560,12680,12400,12400,1333750
2011-11-16,12460,12620,12440,12580,1487250
2011-11-17,12680,12680,12440,12600,694400
2011-11-18,12340,12480,12100,12100,1257500
2011-11-21,11920,12040,11820,11940,854200
2011-11-22,11940,12160,11840,12140,856050
2011-11-23,12040,12100,11580,11580,1534250
2011-11-24,11580,11880,11520,11720,1070500
2011-11-25,11560,11860,11560,11660,761350
2011-11-28,11760,12260,11700,12040,1546300
2011-11-29,12360,12600,12200,12580,1326100
2011-11-30,12220,12600,12220,12340,1576400
2011-12-01,12700,13000,12600,12740,3498550
2011-12-02,13000,13080,12860,12920,3352300
2011-12-05,13180,13180,12880,13080,1311250
2011-12-06,13020,13160,12840,12880,2564100
2011-12-07,13160,13240,12800,13200,2122100
2011-12-08,13300,13880,13160,13700,4134700
2011-12-09,13440,13600,13360,13440,2053500
2011-12-12,13700,13800,13400,13720,1966350
2011-12-13,13600,13680,13360,13360,1447700
2011-12-14,13260,13320,12920,12940,1841800
2011-12-15,12760,12980,12720,12900,1033500
2011-12-16,12980,13020,12820,12980,1961850
2011-12-19,12900,12980,12280,12560,1376200
2011-12-20,12560,12560,12380,12560,1571850
2011-12-21,12760,13060,12660,13060,1656300
2011-12-22,12980,13180,12880,13100,615050
2011-12-23,13160,13280,13100,13160,710950
2011-12-26,13100,13180,13000,13080,348350
2011-12-27,13140,13260,13040,13120,798400
2011-12-28,13080,13200,13040,13120,1079550
2011-12-29,13080,13380,13060,13340,1272950
2012-01-02,13400,13480,13280,13460,257350
2012-01-03,13520,13700,13480,13700,1001000
2012-01-04,13740,13740,13460,13500,1133950
2012-01-05,13460,13500,13220,13380,1006750
2012-01-06,13400,13480,13060,13360,1161000
2012-01-09,13340,13340,12740,13180,1133650
2012-01-10,13160,13280,12980,13280,1423400
2012-01-11,13200,13220,12800,12800,1911450
2012-01-12,12740,12760,12420,12580,1986700
2012-01-13,12700,12860,12600,12760,1565450
2012-01-16,12700,12700,12460,12560,867400
2012-01-17,12660,12720,12540,12680,899950
2012-01-18,12840,12940,12560,12940,1371200
2012-01-19,13020,13380,12960,13380,1249800
2012-01-20,13440,13620,13360,13620,2584450
2012-01-25,13620,13680,13480,13600,1962350
2012-01-26,13580,13660,13280,13280,1753450
2012-01-27,13280,13400,13240,13360,3377900
2012-01-30,13380,13440,13140,13200,2335250
2012-01-31,13100,13240,13020,13200,4464850
2012-02-01,13300,13300,13100,13160,4688900
2012-02-02,13200,13220,12960,13200,2264850
2012-02-03,13180,13180,12800,13000,2140500
2012-02-06,13240,13280,13100,13100,1191200
2012-02-07,13300,13340,13200,13260,1795800
2012-02-08,13300,13300,13140,13200,937950
2012-02-09,13200,13200,12980,13200,2123900
2012-02-10,13160,13160,12800,12880,1401400
2012-02-13,12960,13100,12900,13040,1719600
2012-02-14,13060,13340,13000,13260,1546500
2012-02-15,13300,13660,13280,13640,2619500
2012-02-16,13500,13640,13440,13640,1451650
2012-02-17,13800,13900,13720,13880,2354300
2012-02-20,13840,14000,13800,13900,1017450
2012-02-21,13960,13980,13660,13880,736950
2012-02-22,13800,13880,13740,13880,1503150
2012-02-23,13780,13780,13360,13440,1943100
2012-02-24,13400,13700,13360,13640,1586700
2012-02-27,13540,13720,13420,13720,508000
2012-02-28,13840,13880,13740,13840,1355700
2012-02-29,13940,14020,13860,14020,3147600
2012-03-02,14180,14180,13940,14020,2970000
2012-03-05,14000,14000,13660,13800,591350
2012-03-06,13720,13940,13640,13800,434950
2012-03-07,14000,14080,13660,13720,968150
2012-03-08,13880,14060,13660,13820,1693300
2012-03-09,13860,14100,13840,14100,2156350
2012-03-12,14000,14040,13840,13980,1009550
2012-03-13,14100,14620,14020,14540,3980650
2012-03-14,14660,15080,14640,14880,3299350
2012-03-15,14900,15280,14900,15240,1606900
2012-03-16,15480,15540,15200,15460,1934400
2012-03-19,15400,15760,15300,15700,1796200
2012-03-20,15700,15940,15540,15700,1437800
2012-03-21,15680,15680,15420,15420,1299750
2012-03-22,15500,15780,15320,15720,800050
