Date,Open,High,Low,Close,Volume
2013-06-25,523000,531000,517000,524000,52466
2013-06-26,526000,534000,522000,530000,72196
2013-06-27,537000,571000,535000,560000,92186
2013-06-28,556000,572000,554000,558000,38487
2013-07-01,549000,572000,549000,567000,19135
2013-07-02,569000,577000,563000,569000,28473
2013-07-03,564000,575000,555000,564000,30974
2013-07-04,564000,571000,543000,547000,51889
2013-07-05,555000,562000,546000,547000,20748
2013-07-08,547000,557000,538000,542000,15740
2013-07-09,543000,545000,531000,538000,35747
2013-07-10,536000,546000,527000,540000,19987
2013-07-11,549000,568000,543000,568000,22530
2013-07-12,563000,566000,551000,556000,18159
2013-07-15,556000,557000,543000,557000,10911
2013-07-16,554000,554000,539000,543000,23614
2013-07-17,544000,555000,539000,554000,27030
2013-07-18,548000,557000,542000,555000,26510
2013-07-19,555000,566000,543000,561000,22685
2013-07-22,565000,574000,557000,557000,20692
2013-07-23,563000,573000,560000,569000,19587
2013-07-24,574000,594000,572000,585000,32742
2013-07-25,579000,590000,577000,590000,17218
2013-07-26,586000,589000,580000,589000,18454
2013-07-29,585000,591000,578000,588000,15266
2013-07-30,588000,591000,582000,589000,11299
2013-07-31,586000,593000,584000,592000,19662
2013-08-01,588000,595000,586000,595000,13439
2013-08-02,593000,600000,580000,580000,21060
2013-08-05,581000,593000,576000,580000,33188
2013-08-06,586000,586000,576000,580000,26608
2013-08-07,577000,585000,576000,577000,22335
2013-08-08,576000,583000,575000,578000,20809
2013-08-09,577000,580000,559000,559000,38863
2013-08-12,556000,563000,551000,557000,28047
2013-08-13,556000,568000,556000,556000,26263
2013-08-14,553000,560000,551000,557000,32774
2013-08-16,549000,556000,543000,556000,47102
2013-08-19,551000,556000,544000,550000,44950
2013-08-20,541000,548000,540000,541000,39423
2013-08-21,540000,542000,519000,524000,53653
2013-08-22,517000,518000,499000,505000,76179
2013-08-23,505000,510000,499500,505000,79065
2013-08-26,503000,506000,497000,500000,65775
2013-08-27,499000,499000,485000,488000,73423
2013-08-28,483500,487000,483500,486500,37687
2013-08-29,482000,501000,478000,501000,75696
2013-08-30,497000,499000,487000,491000,88603
2013-09-02,485000,494000,485000,492500,40418
2013-09-03,495000,512000,494000,511000,76787
2013-09-04,506000,513000,504000,509000,56858
2013-09-05,512000,524000,510000,520000,42189
2013-09-06,516000,521000,509000,509000,46628
2013-09-09,507000,513000,505000,513000,42573
2013-09-10,508000,523000,506000,523000,55485
2013-09-11,521000,528000,513000,519000,33197
2013-09-12,516000,522000,509000,509000,43473
2013-09-13,506000,517000,505000,512000,40493
2013-09-16,518000,522000,515000,522000,29331
2013-09-17,520000,520000,515000,517000,27874
2013-09-23,517000,526000,510000,521000,38366
2013-09-24,516000,525000,516000,520000,33699
2013-09-25,523000,527000,518000,524000,53067
2013-09-26,524000,534000,520000,529000,27374
2013-09-27,530000,534000,527000,530000,31980
2013-09-30,533000,553000,530000,545000,71016
2013-10-01,545000,552000,537000,540000,40657
2013-10-02,540000,543000,530000,542000,38487
2013-10-04,532000,542000,528000,542000,45955
2013-10-07,536000,537000,526000,529000,28183
2013-10-08,526000,531000,518000,531000,25821
2013-10-10,526000,532000,518000,520000,37727
2013-10-11,520000,533000,520000,530000,20215
2013-10-14,526000,530000,525000,526000,13329
2013-10-15,524000,533000,505000,509000,50144
2013-10-16,511000,517000,495000,500000,67374
2013-10-17,503000,508000,497000,497000,51441
2013-10-18,497500,509000,497500,505000,60269
2013-10-21,504000,510000,501000,505000,29857
2013-10-22,508000,511000,504000,505000,34130
2013-10-23,505000,520000,503000,513000,40472
2013-10-24,522000,550000,522000,545000,89430
2013-10-25,547000,561000,545000,557000,78587
2013-10-28,553000,557000,545000,550000,19117
2013-10-29,545000,554000,538000,547000,24991
2013-10-30,550000,554000,545000,548000,28543
2013-10-31,545000,556000,545000,551000,23233
2013-11-01,551000,552000,530000,540000,20056
2013-11-04,538000,544000,530000,540000,14207
2013-11-05,533000,543000,528000,533000,26633
2013-11-06,526000,533000,516000,527000,28221
2013-11-07,522000,529000,520000,525000,23530
2013-11-08,515000,525000,515000,522000,19881
2013-11-11,526000,526000,509000,510000,27332
2013-11-12,513000,517000,507000,512000,21751
2013-11-13,508000,516000,505000,511000,34916
2013-11-14,511000,526000,510000,521000,30742
2013-11-15,526000,537000,523000,535000,26438
2013-11-18,537000,538000,517000,520000,22018
2013-11-19,523000,523000,513000,519000,29301
2013-11-20,516000,526000,516000,523000,23197
2013-11-21,522000,530000,520000,528000,20826
2013-11-22,533000,533000,526000,531000,12896
2013-11-25,535000,543000,535000,543000,25091
2013-11-26,536000,547000,531000,547000,37946
2013-11-27,548000,548000,533000,548000,33264
2013-11-28,549000,554000,545000,548000,16369
2013-11-29,543000,556000,539000,544000,19295
2013-12-02,545000,555000,545000,552000,20199
2013-12-03,553000,556000,547000,552000,27975
2013-12-04,547000,554000,542000,549000,17767
2013-12-05,550000,560000,549000,557000,50724
2013-12-06,559000,576000,554000,569000,72732
2013-12-09,576000,576000,554000,559000,31807
2013-12-10,564000,564000,555000,560000,32151
2013-12-11,555000,562000,554000,556000,35284
2013-12-12,554000,555000,542000,546000,32595
2013-12-13,549000,550000,540000,550000,20690
2013-12-16,550000,550000,539000,539000,26095
2013-12-17,527000,530000,519000,525000,93533
2013-12-18,526000,536000,525000,536000,56217
2013-12-19,544000,550000,542000,548000,37297
2013-12-20,549000,550000,530000,530000,22659
2013-12-23,530000,534000,520000,530000,30799
2013-12-24,535000,535000,523000,532000,24636
2013-12-26,529000,539000,529000,535000,24386
2013-12-27,532000,540000,529000,540000,11652
2013-12-30,545000,548000,538000,548000,23439
2014-01-02,548000,553000,540000,544000,27459
2014-01-03,545000,552000,522000,536000,24808
2014-01-06,532000,546000,529000,541000,16956
2014-01-07,536000,552000,536000,541000,25566
2014-01-08,548000,552000,540000,544000,22186
2014-01-09,548000,548000,534000,534000,30988
2014-01-10,537000,544000,530000,530000,37182
2014-01-13,533000,542000,533000,538000,21488
2014-01-14,540000,543000,533000,540000,28486
2014-01-15,537000,552000,537000,549000,43426
2014-01-16,554000,558000,551000,555000,32373
2014-01-17,552000,569000,552000,565000,45259
2014-01-20,561000,566000,558000,559000,11714
2014-01-21,557000,567000,554000,565000,20324
2014-01-22,565000,566000,558000,562000,30591
2014-01-23,569000,569000,562000,563000,33097
2014-01-24,556000,556000,491000,491000,235260
2014-01-27,478000,482000,453500,456000,180128
2014-01-28,462500,472500,460000,464500,100803
2014-01-29,469000,481500,468000,478000,89597
2014-02-03,476500,479500,470000,471000,38382
2014-02-04,471000,487500,466500,485000,78344
2014-02-05,488500,492000,478500,481500,47368
2014-02-06,482000,492500,481500,492500,38484
2014-02-07,493000,494500,481000,486000,72262
2014-02-10,486500,486500,470000,470000,44947
2014-02-11,471000,476000,463000,463000,46023
2014-02-12,463500,467000,458000,460000,119762
2014-02-13,463500,473500,462000,467000,46069
2014-02-14,471000,475000,466500,472000,27066
2014-02-17,476500,480000,468500,471000,27083
2014-02-18,471000,471500,460000,460500,60567
2014-02-19,461000,464500,449000,452000,70844
2014-02-20,447500,449000,433500,433500,100464
2014-02-21,435000,444000,434500,441000,41291
2014-02-24,438000,445000,432000,432500,43166
2014-02-25,435500,439000,429500,430500,69254
2014-02-26,432000,436000,431000,433500,50801
2014-02-27,436500,455500,433500,453000,87955
2014-02-28,454000,460000,446500,457000,76345
2014-03-03,455000,459500,452000,459500,51307
2014-03-04,456000,462000,452000,454500,53811
2014-03-05,456000,462000,452000,454000,48560
2014-03-06,454500,463000,453500,462500,53166
2014-03-07,464000,486500,463500,480000,107459
2014-03-10,480000,484500,475500,478000,42654
2014-03-11,474000,486500,467000,486000,52891
2014-03-12,482000,489500,478500,484500,48851
2014-03-13,488000,493500,481500,487500,44023
2014-03-14,480000,499500,478000,498000,66245
2014-03-17,497000,497000,487000,492000,29376
2014-03-18,486000,499500,486000,496500,34505
2014-03-19,497000,498000,487000,487000,28076
2014-03-20,487000,487000,459500,461500,59657
2014-03-21,466000,479000,465500,475500,49158
2014-03-24,478000,487500,473500,481500,31970
2014-03-25,476000,486000,476000,484000,28790
2014-03-26,484000,484500,475500,475500,42856
2014-03-27,476000,479500,459000,462500,48039
2014-03-28,464000,466500,459500,462500,56739
2014-03-31,459000,464000,459000,459500,37760
2014-04-01,458000,461000,453000,454000,51105
2014-04-02,456000,459000,456000,457000,61934
2014-04-03,457500,459500,447500,453000,53297
2014-04-04,456000,457000,452500,453500,49575
2014-04-07,451000,454000,450000,451500,32486
2014-04-08,450000,452000,443000,443500,38525
2014-04-09,447000,447500,444000,446000,41078
2014-04-10,448000,455500,447000,453500,79035
2014-04-11,451500,453000,444000,449000,40851
2014-04-14,449000,454000,448500,452500,35163
2014-04-15,457000,480500,456000,476000,157268
2014-04-16,478000,480500,467500,479000,63522
2014-04-17,480000,480000,476000,479000,27701
2014-04-18,481000,481000,474500,479000,24733
2014-04-21,477500,478500,469500,473000,20401
2014-04-22,473000,480500,470000,480000,43148
2014-04-23,492000,503000,486000,495000,154255
2014-04-24,490000,490000,483500,487000,57633
2014-04-25,487000,488000,469500,470000,53840
2014-04-28,473000,476000,470000,474000,27473
2014-04-29,470000,474000,469000,470000,35710
2014-04-30,470000,484000,470000,472000,47435
2014-05-02,470000,472000,459500,469500,34681
2014-05-07,472000,479500,469500,473000,50687
2014-05-08,470000,470500,453500,460500,67447
2014-05-09,457000,472000,456000,468500,66830
2014-05-12,471000,480000,465000,477000,55220
2014-05-13,476500,490000,462500,490000,61044
2014-05-14,489000,492000,483500,485500,43628
