2018-08-19,1,1300,3,맑음,1,8,흥오름,한,암,2세,53.5, ,누네스,정호익,♠고광숙,1.7,1.1
2018-08-19,1,1300,3,맑음,2,7,플라잉헤라,한,암,3세,55, ,박을운,심승태,♠김형순,8.5,2.3
2018-08-19,1,1300,3,맑음,3,9,스타리스트,한,암,3세,55, ,김태훈,김동철,♠금악목장,13.7,2.9
2018-08-19,1,1300,3,맑음,4,1,선샤인마린,한,암,2세,53.5, ,안토니오,이관호,♠이경희,5.0,1.5
2018-08-19,1,1300,3,맑음,5,4,풍문으로,한,암,3세,55, ,이준철,김대근,♠고광숙,15.4,2.7
2018-08-19,1,1300,3,맑음,6,3,슈퍼크리드,한,암,3세,55, ,다나카,우창구,♠김형란,28.5,5.2
2018-08-19,1,1300,3,맑음,7,10,아이엠위너,한,암,3세,55, ,문정균,박흥진,오왕근,18.1,2.9
2018-08-19,1,1300,3,맑음,8,2,매드모이라이,한,암,3세,54, ,조한별,서정하,♠공이공팔,115.1,21.5
2018-08-19,1,1300,3,맑음,9,11,빛나는루비,한,암,3세,55, ,김옥성,홍대유,김인호,49.8,10.0
2018-08-19,1,1300,3,맑음,10,5,베티나,한,암,3세,55, ,빅투아르,박윤규,박기태,10.9,2.6
2018-08-19,1,1300,3,맑음, ,6,달순이,한,암,3세,55, ,이강서,유재길,김영완,----,----
2018-08-19,2,1000,3,맑음,1,3,탐나는여인,한,암,3세,50, ,문성혁,구자흥,김창희,10.1,4.1
2018-08-19,2,1000,3,맑음,2,1,메리화이트,한,암,3세,53, ,권석원,안해양,김길중,5.1,2.2
2018-08-19,2,1000,3,맑음,3,2,라온강호,한,거,3세,55.5, ,박상우,박종곤,♠라온건설,2.5,1.5
2018-08-19,2,1000,3,맑음,4,5,헤이드리머,한,거,2세,53.5, ,안토니오,지용철,김종식,3.1,1.7
2018-08-19,2,1000,3,맑음,5,7,금빛환향,한,암,3세,53.5, ,김태훈,지용철,최성룡,8.4,3.9
2018-08-19,2,1000,3,맑음,6,4,스페셜버드,한,암,3세,53, ,다나카,박희철,이효선,12.6,4.9
2018-08-19,2,1000,3,맑음,7,6,정동독주,한,암,3세,53, ,신형철,곽영효,구본순,38.8,12.5
2018-08-19,3,1000,3,맑음,1,7,미르스톰,한,수,2세,55, ,박을운,김동철,이월희,1.5,1.0
2018-08-19,3,1000,3,맑음,2,3,라온제임스,한,수,2세,55, ,정정희,안병기,♠라온산업개발(주),5.3,1.4
2018-08-19,3,1000,3,맑음,3,2,블루파이어,한,거,2세,55, ,안토니오,구자흥,♠이관형,10.5,2.2
2018-08-19,3,1000,3,맑음,4,1,퀸오브캠프,한,암,2세,53, ,문정균,박재우,윤건구,19.9,2.9
2018-08-19,3,1000,3,맑음,5,6,불운비,한,수,2세,55, ,이동국,손영표,김재용,30.4,3.9
2018-08-19,3,1000,3,맑음,6,5,급행마,한,수,2세,55, ,이철경,이관호,♠박남성,53.5,6.2
2018-08-19,3,1000,3,맑음,7,4,정상골드,한,암,2세,53, ,빅투아르,정호익,♠정동진,6.7,1.5
2018-08-19,3,1000,3,맑음,8,8,하이파티,한,암,2세,53, ,하정훈,김동균,♠김태성,32.6,4.8
2018-08-19,4,1000,3,맑음,1,2,더조은내일,한,암,2세,53, ,김태훈,지용철,최성룡,2.9,1.3
2018-08-19,4,1000,3,맑음,2,4,스트롱벌처,한,수,2세,55, ,이동하,서범석,이성헌,2.5,1.6
2018-08-19,4,1000,3,맑음,3,1,천기,한,거,2세,55, ,빅투아르,이관호,황은호,16.4,3.5
2018-08-19,4,1000,3,맑음,4,6,적토비마,한,암,2세,53, ,문정균,정호익,정범성,20.9,5.0
2018-08-19,4,1000,3,맑음,5,5,챔프케이,한,수,2세,53, ,김효정,배대선,강경운,19.3,4.3
2018-08-19,4,1000,3,맑음,6,7,천년의바람,한,거,2세,55, ,다비드,임봉춘,류주영,10.0,2.8
2018-08-19,4,1000,3,맑음,7,3,킹엔아이,한,수,2세,55, ,정정희,김동철,♠금악목장,4.7,1.0
2018-08-19,4,1000,3,맑음,8,8,투어다이아,한,수,2세,55, ,다나카,박재우,양무승,34.4,7.8
2018-08-19,5,1200,3,맑음,1,5,장산제국,한,수,3세,53.5,31,김효정,박대흥,♠김병진,3.7,1.8
2018-08-19,5,1200,3,맑음,2,11,제이백,한,거,6세,53,26,이동국,심승태,정기환,40.2,7.4
2018-08-19,5,1200,3,맑음,3,8,머니지프,한,거,3세,55.5,31,이동하,배대선,이광수a,5.8,1.8
2018-08-19,5,1200,3,맑음,4,6,원어게인,한,거,5세,52.5,25,김태훈,강성오,이용대,6.5,2.0
2018-08-19,5,1200,3,맑음,5,3,사이먼프루트,한,거,3세,53.5,27,신형철,전승규,소태영,6.3,2.0
2018-08-19,5,1200,3,맑음,6,1,크라운미보스,미,암,5세,55.5,34,문정균,김윤섭,이재진,21.0,6.3
2018-08-19,5,1200,3,맑음,7,9,굳세어라,한,암,3세,51,27,조한별,임봉춘,윤우환 ,11.5,4.0
2018-08-19,5,1200,3,맑음,8,4,불후의승자,한,암,4세,52,27,하정훈,박천서,유길상,39.6,9.9
2018-08-19,5,1200,3,맑음,9,12,더블에이,한,암,4세,52,25,다비드,서홍수,이미경,20.2,5.4
2018-08-19,5,1200,3,맑음,10,2,듀앨최강,한,수,4세,55.5,31,빅투아르,김동철,남기태,4.2,1.5
2018-08-19,5,1200,3,맑음,11,7,밸리문,한,암,4세,52,27,황순도,홍대유,김인호,58.2,8.4
2018-08-19,5,1200,3,맑음,12,10,콘커,한,수,4세,53,26,다나카,신삼영,♠요시다 테루야,82.7,23.7
2018-08-19,6,1300,3,맑음,1,1,위너스피릿,한,수,3세,55,31,안토니오,서범석,♠(주)녹원목장,2.0,1.2
2018-08-19,6,1300,3,맑음,2,4,선더그레이트,한,수,3세,54,33,김효정,서인석,김재성b,7.4,2.0
2018-08-19,6,1300,3,맑음,3,11,모란동백,한,암,4세,53,30,이동국,심승태,홍상기,111.7,21.3
2018-08-19,6,1300,3,맑음,4,2,골든웨딩,한,암,3세,52,27,이철경,조현수,♠박성식,29.6,5.6
2018-08-19,6,1300,3,맑음,5,10,천년호령,한,수,5세,52.5,26,권석원,안해양,김봉섭,54.4,11.2
2018-08-19,6,1300,3,맑음,6,5,룰오브섬,한,수,4세,53,27,다나카,정호익,김근영,9.8,2.0
2018-08-19,6,1300,3,맑음,7,8,로열탱크,한,수,3세,52,25,빅투아르,최용구,이장호 ,26.0,5.5
2018-08-19,6,1300,3,맑음,8,9,컴플리트하이,한,암,4세,52,28,김태훈,우창구,장석영,50.0,8.1
2018-08-19,6,1300,3,맑음,9,6,욜로,한,수,3세,51,26,문성혁,김동철,김종식,19.7,4.9
2018-08-19,6,1300,3,맑음,10,3,더파이널,한,암,3세,55,34,박을운,임봉춘,♠지대섭,3.5,1.4
2018-08-19,6,1300,3,맑음,11,7,블루안나,한,암,4세,53.5,31,김옥성,이희영,허영희,15.1,2.6
2018-08-19,7,1400,3,맑음,1,4,재롱이,한,거,4세,52,37,정정희,서인석,강용식,19.0,6.1
2018-08-19,7,1400,3,맑음,2,9,큐피드닥터,한,암,4세,52,40,신형철,유재길,♠서순배,6.2,2.5
2018-08-19,7,1400,3,맑음,3,11,초오롱마,한,암,4세,52,39,김태훈,지용철,송석근,18.3,3.8
2018-08-19,7,1400,3,맑음,4,2,엘리트퀸,한,암,5세,52,37,다비드,박희철,노환영,8.3,1.8
2018-08-19,7,1400,3,맑음,5,3,스피드청룡,한,수,3세,56,45,이철경,김점오,과천시청,10.0,3.0
2018-08-19,7,1400,3,맑음,6,10,포에버위너,한,암,3세,54.5,45,다나카,우창구,이보원,5.2,1.9
2018-08-19,7,1400,3,맑음,7,1,미수재,한,암,5세,51,41,문성혁,김순근,안태건,31.4,6.4
2018-08-19,7,1400,3,맑음,8,5,기동대장,한,거,3세,55,43,박을운,안병기,♠박남성,5.8,2.1
2018-08-19,7,1400,3,맑음,9,7,더지존,한,수,3세,56.5,46,빅투아르,이관호,♠박남성,3.4,1.7
2018-08-19,7,1400,3,맑음,10,8,몽라셰,한,암,4세,53,42,하정훈,박천서,♠박병룡,25.9,6.5
2018-08-19,7,1400,3,맑음,11,6,하피이글,한,거,5세,52,36,윤영민,조현수,♠표종순,29.8,8.1
2018-08-19,8,1700,3,맑음,1,6,강서으뜸,한,수,3세,54,36,빅투아르,이관호,♠(주)디알엠씨티,3.2,1.4
2018-08-19,8,1700,3,맑음,2,4,햇살왕자,한,거,4세,56,43,다비드,박병일,박기태,7.3,2.0
2018-08-19,8,1700,3,맑음,3,2,퍼펙트클론,한,거,7세,56,44,이철경,곽영효,이선종,45.8,7.3
2018-08-19,8,1700,3,맑음,4,1,스트롱캡틴,한,거,3세,54,38,안토니오,서범석,이성헌,6.0,2.1
2018-08-19,8,1700,3,맑음,5,5,해피투데이,한,암,6세,55,48,신형철,구자흥,♠강균호,8.8,2.7
2018-08-19,8,1700,3,맑음,6,7,소비뇽,한,암,3세,51,40,김효정,박대흥,(주)케이씨피,3.3,1.5
2018-08-19,8,1700,3,맑음,7,8,강철시대,한,수,5세,56,43,이강서,유재길,허건호,19.4,3.5
2018-08-19,8,1700,3,맑음,8,9,스카이시티,한,암,4세,52,38,하정훈,김순근,서운석,8.9,2.7
2018-08-19,8,1700,3,맑음,9,3,금아포르테,한,수,4세,54,36,다나카,우창구,♠금아산업(주),31.4,4.5
2018-08-19,9,1700,3,맑음,1,9,뉴와이파이,한,수,4세,55,56,박을운,김동균,류재욱,2.9,1.4
2018-08-19,9,1700,3,맑음,2,2,로드킹,한,거,4세,54,50,안토니오,임봉춘,♠표종순,7.3,2.4
2018-08-19,9,1700,3,맑음,3,10,날음의영혼,한,거,5세,55,57,다나카,박재우,최기영,5.1,1.9
2018-08-19,9,1700,3,맑음,4,1,알파칸,한,수,4세,57,65,문정균,박흥진,강현찬,3.2,1.5
