2018-01-06,1,1000,10,맑음,1,3,터프트로피,한,수,4세,56.5, ,이혁,구자흥,제주축협,6.0,1.9
2018-01-06,1,1000,10,맑음,2,7,초원여전사,한,암,4세,54.5, ,박상우,최상식,조동식,20.3,4.8
2018-01-06,1,1000,10,맑음,3,6,파이어,한,수,4세,52.5, ,이동진,서인석,정안,5.2,1.4
2018-01-06,1,1000,10,맑음,4,12,사려니드림,한,수,3세,56, ,이강서,박희철,♠오영익,61.8,13.2
2018-01-06,1,1000,10,맑음,5,4,지공질주,한,암,3세,54, ,김동수,김양선,명인환,11.8,3.0
2018-01-06,1,1000,10,맑음,6,2,빅오로라,한,수,4세,56.5, ,정정희,이희영,김종욱,2.2,1.1
2018-01-06,1,1000,10,맑음,7,9,아르고갤로퍼,한,거,3세,56, ,장추열,안병기,김제영,71.1,13.7
2018-01-06,1,1000,10,맑음,8,11,베스트빅토리,한,수,3세,56, ,황순도,홍대유,베스트샤인조합,21.6,7.2
2018-01-06,1,1000,10,맑음,9,8,천녹,한,암,4세,54.5, ,박현우,최봉주,조금제,55.5,16.9
2018-01-06,1,1000,10,맑음,10,5,하이스타,한,암,4세,54.5, ,박태종,곽영효,양수화,16.1,8.3
2018-01-06,1,1000,10,맑음,11,10,사천대성,한,암,4세,54.5, ,최범현,이관호,말사모,18.3,3.1
2018-01-06,1,1000,10,맑음,12,1,두손아이,한,수,4세,56.5, ,김정준,박병일,이도명,12.0,3.4
2018-01-06,2,1000,10,맑음,1,4,제주의바람,한,암,3세,50, ,이동진,박대흥,♠미즈타니 마사테루,3.6,1.8
2018-01-06,2,1000,10,맑음,2,7,공주사랑,한,암,3세,54, ,함완식,김동균,최임규,1.7,1.1
2018-01-06,2,1000,10,맑음,3,6,서울스토리,한,암,3세,53, ,이철경,서인석,♠이시환,13.7,2.1
2018-01-06,2,1000,10,맑음,4,5,스카이마린,한,암,3세,54, ,빅투아르,이관호,♠이경희,19.3,2.4
2018-01-06,2,1000,10,맑음,5,11,대천의사랑,한,암,3세,54, ,장추열,하재흥,김경민,7.7,1.7
