가람산성,한,수,2010/03/10,6,국3,09,지용훈,이선호,볼포니,커맬라,26,3,2,9,0,0,140802000,55,20000
가면무도회,미,암,2014/03/07,2,외4,14,이신영,피닉스,U S RANGER,UNTAMED PASSION,0,0,0,0,0,0,0,42,77588
가문의축제,한,거,2011/02/17,5,국2,99,휴양마,김원숙,비와신세이키,가문영광,15,4,2,3,0,0,214050000,71,0
가속돌풍,한,거,2013/02/05,3,국6,37,심승태,김지훈,엑스플로잇,영웅전사,3,0,1,3,0,1,8400000,0,30000
가속불패,한,거,2012/03/23,4,국1,99,휴양마,(주)자성실업,사이코배블,허니비,11,6,3,6,3,3,260150000,81,0
가속비상,미,거,2010/04/03,6,외1,17,김점오,명인환,D'WILDCAT,PYRITE BONDS,33,2,6,10,2,1,236190000,86,39134
가속신화,한,암,2014/02/05,2,국미,99,휴양마,명인환,록하드텐,스톱앤드채트,0,0,0,0,0,0,0,0,30000
가속왕자,한,수,2014/03/09,2,국6,46,양재철,오호극,인그란디어,가속왕,2,0,0,2,0,0,0,0,0
가속특급,한,암,2012/03/15,4,국6,47,황영원,코리아호스랜드,아처시티슬루,가속왕,4,0,0,4,0,0,800000,0,0
가을의전설,호,수,2013/10/16,3,외4,99,휴양마,고영희,CASINO PRINCE,CHINESE WHISPERS,2,0,0,2,0,0,0,41,35000
가이스타트,한,거,2011/05/10,5,국3,10,정호익,김근영,사쿠라시킹,틴젤비츠,29,1,7,10,0,1,181810000,65,0
가이아선더,한,수,2013/02/21,3,국3,01,박종곤,이웅열,원쿨캣,나우코프위드디스,9,3,3,7,3,2,128200000,53,45000
가자가자,한,암,2014/03/27,2,국미,07,구자흥,조건진,제이에스홀드,미소피아,0,0,0,0,0,0,0,0,30000
가장먼저,한,암,2014/04/15,2,국6,99,휴양마,한영석,호크윙,선더우먼,1,0,0,1,0,0,0,0,30000
갈꽃비,한,암,2012/05/17,4,국5,47,황영원,조금제,사쿠라시킹,래티히원더,19,1,1,14,0,0,34400000,21,30000
갈라캣,미,수,2011/05/07,5,외3,21,임봉춘,이수근,D'WILDCAT,FROM BEHIND,28,1,3,9,1,1,123110000,63,22000
갈색바람,한,암,2012/02/23,4,국4,99,휴양마,강용식,어드마이어돈,오마이크릭,19,3,1,9,2,1,109880000,46,0
갈색전령,미,거,2012/04/07,4,외3,46,양재철,김성진,SILVER TRAIN,LAST OASIS,21,1,1,13,1,0,67700000,51,45210
감격의순간,한,암,2014/03/30,2,국미,99,휴양마,이보원,캐피털스팬딩,리버브룩,0,0,0,0,0,0,0,0,40500
감동의챔피언,한,수,2012/04/25,4,국4,29,배휴준,김양호,이터널챔피언,챌린지퀸,14,2,3,9,1,2,87500000,42,0
강남굴,한,수,2012/04/04,4,국5,99,휴양마,장철환,어드마이어돈,쿨링크,12,1,2,6,0,0,43250000,31,0
강남스타,미,수,2011/03/30,5,외4,48,김대근,고광숙,GAFF,APPROPRE,35,0,0,12,0,0,58300000,47,46508
강대강,한,거,2013/05/10,3,국5,04,박윤규,권인택,델라고브롬,스페셜레드,9,1,1,9,1,1,22400000,29,0
강성대국,한,수,2013/02/19,3,국2,99,휴양마,박양호,인그란디어,포토스톤,10,5,1,8,3,1,159700000,67,50000
강자,한,수,2011/03/01,5,국2,11,양희진,최현기,비카,하이니윈즈,33,3,7,10,0,0,237375000,73,70000
강자승,한,암,2012/02/20,4,국6,54,박천서,베스트샤인조합,원쿨캣,코리안경축,18,0,0,12,0,0,4500000,0,25000
강자탄생,한,거,2013/02/06,3,국6,54,박천서,최현기,피코센트럴,치솟아,4,0,0,4,0,0,0,0,45000
강철백두,뉴,거,2012/11/14,4,외미,23,유재길,허건호,ANY SUGGESTION,GRASSE,0,0,0,0,0,0,0,0,28528
강철시대,한,수,2013/02/25,3,국5,99,휴양마,허건호,호크윙,레드머리너,10,0,2,9,0,2,20200000,25,20000
강철제왕,미,거,2013/02/04,3,외4,99,휴양마,이기훈,DANCE WITH RAVENS,REBEL CREEK,7,0,0,6,0,0,0,37,34554
강촌의아침,한,암,2014/02/19,2,국미,48,김대근,최상섭,델라고브롬,선더앤드아이스,0,0,0,0,0,0,0,0,25000
강타,미,거,2011/02/28,5,외4,47,황영원,김철,애니기븐새터데이,BLOND LADY,6,0,0,6,0,0,17100000,48,56838
강한서울,한,암,2009/03/30,7,국5,39,허재영,조병해,인그란디어,메이비투나잇,60,1,2,13,0,0,83346000,33,30000
강호시대,미,수,2010/02/10,6,외2,47,황영원,선우패션,FLATTER,MAMA I'M HOME,40,2,3,11,0,0,191593000,69,25847
강호천년,한,수,2013/03/24,3,국4,52,김동균,김익영,와이와이와이,엑스퀴지트니스,9,2,1,6,2,1,43600000,36,50000
개나리,캐,암,2013/04/23,3,외2,18,박대흥,김원숙,PHILANTHROPIST,HAPPY TO BE HOME,6,2,2,5,2,1,109200000,69,73222
개척자,한,거,2013/03/25,3,국6,04,박윤규,박덕희,시에로골드,그레이톰보이,5,0,0,5,0,0,10600000,0,20000
