가나도라,한(포),암,2015/03/22,2,국미,50,박재우,조창규,I WANT REVENGE,돈스피치,0,0,0,0,0,0,0,0,0
가람산성,한,수,2010/03/10,7,국4,09,지용훈,이선호,볼포니,커맬라,36,3,2,11,0,0,147552000,46,20000
가면무도회,미,암,2014/03/07,3,외4,21,임봉춘,윤우환,U S RANGER,UNTAMED PASSION,5,0,0,5,0,0,0,36,65000
가속대장,한,수,2014/03/19,3,국6,99,휴양마,코리아호스랜드,다이스댄서,최선돌파,1,0,0,1,0,0,0,0,0
가속돌풍,한,거,2013/02/05,4,국5,99,휴양마,김지훈,엑스플로잇,영웅전사,11,0,2,9,0,1,18200000,26,0
가속불패,한,거,2012/03/23,5,국1,18,박대흥,(주)자성실업,사이코배블,허니비,14,6,3,4,0,1,284850000,83,0
가속신화,한,암,2014/02/05,3,국미,12,서범석,(주)늘푸른목장,록하드텐,스톱앤드채트,0,0,0,0,0,0,0,0,30000
가을의전설,호,수,2013/10/16,4,외3,20,배대선,고영희,CASINO PRINCE,CHINESE WHISPERS,11,2,0,10,2,0,79800000,60,35000
가이아선더,한,수,2013/02/21,4,국2,01,박종곤,이웅열,원쿨캣,나우코프위드디스,18,4,4,10,2,1,209050000,66,0
가자가자,한,암,2014/03/27,3,국6,07,구자흥,조건진,제이에스홀드,미소피아,4,0,0,4,0,0,0,0,0
가장먼저,한,암,2014/04/15,3,국5,54,박천서,한영석,호크윙,선더우먼,7,1,0,7,1,0,14800000,28,0
갈라캣,미,수,2011/05/07,6,외3,21,임봉춘,이수근,D'WILDCAT,FROM BEHIND,38,1,4,12,1,1,162860000,63,22000
갈색전령,미,거,2012/04/07,5,외3,46,양재철,김성진,SILVER TRAIN,LAST OASIS,26,1,1,7,0,0,67700000,51,41071
갈색총알,한,거,2014/03/19,3,국6,99,휴양마,죽마조합,한강루비,그래나이트걸,3,0,0,3,0,0,6080000,0,0
갈표범,호,수,2014/09/09,3,외4,99,휴양마,정기환,GLOBETROTTER,GOLDEN ASCENT,1,0,0,1,0,0,0,42,15803
감격의순간,한,암,2014/03/30,3,국미,05,우창구,이보원,캐피털스팬딩,리버브룩,0,0,0,0,0,0,0,0,40500
감동의챔피언,한,거,2012/04/25,5,국4,16,최봉주,조금제,이터널챔피언,챌린지퀸,24,2,4,11,0,1,110300000,43,20000
강대강,한,거,2013/05/10,4,국4,04,박윤규,권인택,델라고브롬,스페셜레드,17,2,2,11,2,2,66000000,37,0
강서으뜸,한,수,2015/02/16,2,국미,42,이관호,(주)디알엠씨티,한센,그레이트브리지,0,0,0,0,0,0,0,0,90000
강성대국,한,수,2013/02/19,4,국2,17,김점오,박양호,인그란디어,포토스톤,16,5,2,6,0,1,191200000,69,0
강철시대,한,수,2013/02/25,4,국4,23,유재길,허건호,호크윙,레드머리너,18,1,3,9,1,1,68400000,38,0
강촌의별,한,암,2015/03/16,2,국미,48,김대근,최상섭,채플로열,일루시브로시,0,0,0,0,0,0,0,0,30000
강톨이,한(포),거,2012/03/03,5,국3,45,김순근,김형근,SUPER SAVER,말라베이,18,4,1,6,0,1,162320000,64,0
