가람산성,한,수,2010/03/10,6,국3,09,지용훈,이선호,볼포니,커맬라,30,3,2,11,0,0,144552000,52,20000
가면무도회,미,암,2014/03/07,2,외4,99,휴양마,윤우환,U S RANGER,UNTAMED PASSION,3,0,0,3,0,0,0,39,65000
가속대장,한,수,2014/03/19,2,국미,99,휴양마,코리아호스랜드,다이스댄서,최선돌파,0,0,0,0,0,0,0,0,0
가속돌풍,한,거,2013/02/05,3,국5,37,심승태,김지훈,엑스플로잇,영웅전사,8,0,2,8,0,2,18200000,28,0
가속불패,한,거,2012/03/23,4,국1,99,휴양마,(주)자성실업,사이코배블,허니비,13,6,3,7,2,3,270550000,81,0
가속왕자,한,수,2014/03/09,2,국6,46,양재철,오호극,인그란디어,가속왕,6,0,0,6,0,0,4400000,0,0
가속특급,한,암,2012/03/15,4,국6,99,휴양마,코리아호스랜드,아처시티슬루,가속왕,8,0,0,8,0,0,800000,0,0
가을의전설,호,수,2013/10/16,3,외4,20,배대선,고영희,CASINO PRINCE,CHINESE WHISPERS,5,0,0,5,0,0,8400000,39,35000
가이스타트,한,거,2011/05/10,5,국2,10,정호익,김근영,사쿠라시킹,틴젤비츠,33,2,7,11,1,1,227560000,72,0
가이아선더,한,수,2013/02/21,3,국2,01,박종곤,이웅열,원쿨캣,나우코프위드디스,13,4,4,9,3,3,196450000,67,0
가자가자,한,암,2014/03/27,2,국미,07,구자흥,조건진,제이에스홀드,미소피아,0,0,0,0,0,0,0,0,0
가장먼저,한,암,2014/04/15,2,국6,54,박천서,한영석,호크윙,선더우먼,3,0,0,3,0,0,3600000,0,0
갈꽃비,한,암,2012/05/17,4,국5,47,황영원,조금제,사쿠라시킹,래티히원더,24,1,1,15,0,0,42000000,21,30000
갈라캣,미,수,2011/05/07,5,외3,21,임봉춘,이수근,D'WILDCAT,FROM BEHIND,32,1,4,11,1,2,155360000,65,22000
갈색바람,한,암,2012/02/23,4,국4,99,휴양마,강용식,어드마이어돈,오마이크릭,20,3,1,11,2,1,109880000,46,0
갈색전령,미,거,2012/04/07,4,외3,46,양재철,김성진,SILVER TRAIN,LAST OASIS,25,1,1,13,1,0,67700000,51,41071
감격의순간,한,암,2014/03/30,2,국미,05,우창구,이보원,캐피털스팬딩,리버브룩,0,0,0,0,0,0,0,0,40500
감동의챔피언,한,거,2012/04/25,4,국4,29,배휴준,조금제,이터널챔피언,챌린지퀸,18,2,3,10,0,1,87500000,39,20000
강남굴,한,수,2012/04/04,4,미,54,박천서,장철환,어드마이어돈,쿨링크,15,1,2,8,0,0,50450000,32,0
강대강,한,거,2013/05/10,3,국4,04,박윤규,권인택,델라고브롬,스페셜레드,13,2,2,12,2,2,58800000,38,0
강성대국,한,수,2013/02/19,3,국2,17,김점오,박양호,인그란디어,포토스톤,12,5,1,7,3,1,159700000,67,0
강자,한,수,2011/03/01,5,국2,11,양희진,최현기,비카,하이니윈즈,37,3,7,11,0,0,265575000,72,70000
강철시대,한,수,2013/02/25,3,국5,23,유재길,허건호,호크윙,레드머리너,12,0,2,7,0,1,20200000,23,0
강촌의아침,한,암,2014/02/19,2,국6,48,김대근,최상섭,델라고브롬,선더앤드아이스,2,0,1,2,0,1,15600000,0,25000
강타,미,거,2011/02/28,5,외4,47,황영원,김철,애니기븐새터데이,BLOND LADY,10,0,0,10,0,0,36900000,50,56838
강톨이,한(포),거,2012/03/03,4,국2,45,김순근,권인택,SUPER SAVER,말라베이,13,4,1,6,0,1,162320000,70,0
강호시대,미,수,2010/02/10,6,외2,47,황영원,선우패션,FLATTER,MAMA I'M HOME,42,2,3,9,0,0,191593000,67,25847
개나리,캐,암,2013/04/23,3,외1,18,박대흥,김원숙,PHILANTHROPIST,HAPPY TO BE HOME,8,3,3,4,3,1,178500000,86,73222
개척자,한,거,2013/03/25,3,국6,99,휴양마,박덕희,시에로골드,그레이톰보이,5,0,0,4,0,0,10600000,0,20000
개천의용,한,암,2014/03/16,2,국미,33,서인석,임총재,샤프휴머,탐라비바리,0,0,0,0,0,0,0,0,0
